DragonEmpire,Simulacion,40954,51
WarriorWarrior,Simulacion,29198,10
DragonLegend,RPG,14485,55
LegendWarrior,Estrategia,12857,72
DragonGalaxy,Accion,13330,10
LegendEmpire,Simulacion,24462,69
GalaxyWarrior,Accion,68140,43
EmpireGalaxy,Simulacion,34593,35
DragonLast,Estrategia,30796,71
DragonWarrior,Aventura,35015,4
DragonLegend,Estrategia,64187,18
WarriorWarrior,RPG,11330,77
DragonWarrior,Simulacion,20479,79
DragonEmpire,Estrategia,2684,98
DragonLegend,Estrategia,37342,70
WarriorWarrior,Accion,45463,21
LegendLast,Aventura,19472,54
LastLegend,Accion,22503,12
LastWarrior,Estrategia,61250,46
EmpireGalaxy,Estrategia,5687,9
EmpireDragon,Accion,61231,17
WarriorWarrior,Simulacion,15767,0
GalaxyEmpire,Simulacion,1721,44
WarriorLegend,Simulacion,56632,86
LegendLegend,Simulacion,25462,69
LastGalaxy,Estrategia,68574,33
GalaxyGalaxy,Accion,51050,44
WarriorWarrior,RPG,35714,2
LegendLast,Aventura,64281,6
LegendWarrior,Simulacion,43148,78
LastLast,Simulacion,52437,46
LegendDragon,Simulacion,42013,10
DragonGalaxy,Simulacion,67331,5
GalaxyLegend,Aventura,13307,78
WarriorGalaxy,Aventura,41186,19
DragonGalaxy,Simulacion,53054,80
LastWarrior,Estrategia,64811,39
GalaxyDragon,Simulacion,20681,84
LastDragon,Aventura,31544,42
EmpireWarrior,Aventura,58752,81
WarriorLegend,Aventura,25260,34
EmpireEmpire,RPG,17663,99
LegendEmpire,Simulacion,26108,55
GalaxyWarrior,Simulacion,35966,45
DragonDragon,Estrategia,4508,94
LastLegend,Estrategia,5873,62
EmpireWarrior,Estrategia,5605,36
EmpireLegend,Estrategia,4723,0
EmpireEmpire,Estrategia,18012,95
EmpireEmpire,Aventura,61870,73
DragonLast,Estrategia,57925,46
WarriorWarrior,RPG,31636,16
GalaxyWarrior,Simulacion,20394,74
LegendWarrior,Accion,67851,95
DragonDragon,Simulacion,58179,99
DragonEmpire,RPG,7858,7
LastWarrior,Simulacion,25008,84
WarriorDragon,Accion,37418,20
GalaxyLast,Estrategia,66275,49
DragonDragon,RPG,29833,34
WarriorDragon,Simulacion,35969,69
DragonLegend,RPG,58152,69
EmpireGalaxy,Simulacion,59080,94
LastGalaxy,Accion,68627,36
LastWarrior,Simulacion,3538,58
GalaxyDragon,RPG,32561,67
DragonDragon,Estrategia,47542,99
DragonDragon,Estrategia,47072,14
GalaxyDragon,Aventura,54041,27
DragonGalaxy,Simulacion,41089,68
WarriorEmpire,RPG,50793,48
DragonGalaxy,RPG,30555,6
EmpireWarrior,Simulacion,6736,4
LastGalaxy,Accion,43357,57
WarriorDragon,Estrategia,41001,77
GalaxyLast,Aventura,34095,54
DragonEmpire,RPG,22411,80
DragonEmpire,Simulacion,13449,88
WarriorDragon,Simulacion,42178,13
EmpireDragon,Simulacion,62149,40
LegendGalaxy,Estrategia,62514,38
LastDragon,Accion,22013,13
WarriorEmpire,Aventura,34471,29
GalaxyLast,Simulacion,22464,17
DragonDragon,RPG,59028,25
DragonDragon,Aventura,11048,77
EmpireDragon,RPG,60190,55
EmpireGalaxy,Estrategia,51023,94
GalaxyLegend,Estrategia,7243,37
DragonDragon,Aventura,5881,97
LastLegend,Accion,33421,63
LegendEmpire,RPG,48000,43
LastGalaxy,Estrategia,10014,40
EmpireWarrior,Estrategia,42919,23
LastGalaxy,Estrategia,2818,90
LastWarrior,Estrategia,53473,81
GalaxyLegend,Accion,59680,71
LastLegend,Aventura,9107,51
DragonWarrior,Estrategia,52486,89
LastLast,Estrategia,2231,26
LastGalaxy,Accion,22931,75
EmpireDragon,Accion,8312,85
GalaxyGalaxy,Accion,13161,24
DragonDragon,RPG,17276,61
GalaxyLegend,RPG,58955,14
EmpireWarrior,Estrategia,48792,26
LastDragon,RPG,59617,88
GalaxyLast,RPG,42019,22
LastLegend,Accion,30336,59
LegendWarrior,Aventura,29683,85
DragonWarrior,Estrategia,57494,59
LastLast,Accion,51896,74
GalaxyDragon,RPG,48273,25
LegendLast,Estrategia,18027,50
WarriorGalaxy,Aventura,63722,76
LegendLast,Aventura,36309,68
EmpireWarrior,Accion,30277,93
EmpireLegend,Accion,49643,83
LastDragon,Aventura,33673,66
GalaxyGalaxy,Aventura,57688,82
LegendDragon,Simulacion,30017,74
EmpireLegend,RPG,62390,39
DragonGalaxy,Simulacion,62213,28
LastGalaxy,Simulacion,30772,36
GalaxyLast,Simulacion,7037,56
WarriorDragon,RPG,67404,51
LastGalaxy,Aventura,61267,19
GalaxyWarrior,Estrategia,69721,89
DragonLegend,Accion,1423,48
WarriorEmpire,Aventura,66547,61
WarriorWarrior,Estrategia,32838,5
LegendGalaxy,Estrategia,61885,34
GalaxyLegend,Aventura,24966,45
EmpireWarrior,RPG,17390,42
GalaxyEmpire,Simulacion,68983,87
WarriorWarrior,Simulacion,13464,62
LastLast,RPG,38178,30
WarriorDragon,Accion,46448,12
WarriorLegend,RPG,5717,46
LegendDragon,Aventura,54551,53
DragonDragon,Accion,43917,51
WarriorWarrior,Estrategia,18787,74
LegendEmpire,Estrategia,50615,48
DragonWarrior,RPG,15119,52
LastGalaxy,Estrategia,34140,22
WarriorLegend,Estrategia,39126,81
WarriorLast,RPG,17176,28
DragonEmpire,Estrategia,22789,38
WarriorDragon,RPG,30710,87
LegendGalaxy,Accion,46824,16
WarriorLast,Accion,24293,54
EmpireDragon,Accion,30608,30
EmpireEmpire,Estrategia,33043,70
DragonDragon,Estrategia,21968,68
GalaxyLegend,Aventura,45206,33
DragonDragon,Estrategia,39593,68
DragonEmpire,Accion,702,94
LastWarrior,Accion,37783,55
GalaxyDragon,Estrategia,66387,58
EmpireGalaxy,Accion,9074,5
DragonLegend,Estrategia,24536,80
WarriorWarrior,Simulacion,20823,46
LegendLegend,RPG,47764,58
EmpireEmpire,RPG,3463,77
WarriorWarrior,Simulacion,55184,1
EmpireLegend,Accion,2725,50
DragonGalaxy,Aventura,13498,27
DragonWarrior,Estrategia,15409,68
GalaxyWarrior,RPG,58036,12
DragonLegend,RPG,51329,42
DragonWarrior,RPG,10851,90
WarriorEmpire,Simulacion,16452,62
LastLast,Simulacion,66065,14
EmpireGalaxy,Aventura,8572,69
LastLast,Estrategia,19452,37
WarriorLast,Aventura,39747,12
LegendWarrior,Accion,53731,6
DragonDragon,Simulacion,31037,97
DragonLegend,Estrategia,58334,82
DragonLast,Accion,68174,11
LastLegend,Simulacion,51648,49
GalaxyLegend,Simulacion,33519,86
WarriorLast,Aventura,43423,8
GalaxyEmpire,Accion,67542,32
LastLast,Simulacion,20383,44
GalaxyLegend,Estrategia,56567,65
EmpireGalaxy,Simulacion,4032,57
EmpireGalaxy,Accion,46578,86
GalaxyLast,Accion,68611,23
DragonLegend,Estrategia,47045,76
EmpireDragon,RPG,42989,39
DragonGalaxy,Estrategia,62908,87
DragonLast,Aventura,2221,29
LegendGalaxy,Estrategia,32535,2
DragonLegend,RPG,60416,85
LegendEmpire,Aventura,5611,60
LastLast,Aventura,48540,67
LastWarrior,Simulacion,52347,44
GalaxyLegend,RPG,2328,36
DragonDragon,Aventura,41310,71
WarriorLegend,RPG,8602,15
LegendLast,Simulacion,48624,31
LegendWarrior,Aventura,55569,97
EmpireGalaxy,Simulacion,25394,28
LegendLegend,Estrategia,64765,36
WarriorDragon,Estrategia,14668,65
GalaxyLast,Accion,31359,95
LastEmpire,Simulacion,45145,76
GalaxyLegend,Estrategia,47857,44
LegendDragon,Aventura,25841,95
DragonEmpire,Simulacion,33785,52
EmpireWarrior,Aventura,59605,63
EmpireLast,RPG,61329,28
LegendWarrior,RPG,60745,89
GalaxyDragon,Simulacion,64721,93
LastLegend,RPG,44794,36
WarriorWarrior,Aventura,31210,67
WarriorGalaxy,Estrategia,62213,31
EmpireEmpire,Aventura,15334,94
DragonEmpire,Simulacion,45508,26
WarriorLegend,Aventura,52679,13
WarriorWarrior,Simulacion,18474,36
GalaxyLast,Estrategia,37592,73
EmpireLast,Estrategia,26696,99
LastWarrior,Estrategia,56432,3
WarriorLast,Accion,2890,34
LastGalaxy,Aventura,56339,19
LastGalaxy,RPG,48995,81
WarriorGalaxy,Simulacion,55312,32
LegendWarrior,RPG,63187,18
LastLegend,RPG,20771,8
EmpireGalaxy,Aventura,30668,100
LegendDragon,RPG,58275,57
LastWarrior,Simulacion,26879,35
DragonWarrior,RPG,63567,27
EmpireEmpire,Simulacion,63450,33
LegendDragon,Simulacion,60326,44
WarriorDragon,RPG,60907,56
EmpireGalaxy,Accion,29982,7
EmpireEmpire,Accion,12235,95
DragonWarrior,Estrategia,68996,78
LastDragon,Aventura,48889,70
LegendDragon,Estrategia,5883,5
WarriorLast,Accion,67940,45
DragonLast,Estrategia,31114,87
LastWarrior,Simulacion,42455,40
DragonLast,Estrategia,11856,47
DragonGalaxy,Accion,53832,64
LegendGalaxy,Aventura,41750,97
LegendDragon,Simulacion,35228,48
LastLast,Estrategia,41472,23
LegendDragon,Estrategia,40338,44
DragonLast,Accion,48154,69
LegendWarrior,RPG,11323,42
LegendDragon,Estrategia,46282,74
WarriorWarrior,Simulacion,49078,98
LastLast,Estrategia,6040,16
LastGalaxy,Simulacion,12475,40
DragonLegend,RPG,19852,82
LegendLegend,Estrategia,12734,24
DragonGalaxy,Simulacion,8945,97
EmpireDragon,Aventura,8518,53
WarriorWarrior,Accion,7811,53
EmpireWarrior,Estrategia,53744,34
WarriorEmpire,Estrategia,7724,25
LegendGalaxy,Simulacion,45061,72
LegendWarrior,Accion,66836,29
LegendLast,Aventura,66369,43
LegendEmpire,Accion,11053,2
EmpireLast,Aventura,26990,60
EmpireDragon,Estrategia,26551,93
GalaxyEmpire,RPG,67732,35
GalaxyLegend,Aventura,5097,38
LastLast,Estrategia,3463,46
WarriorLegend,Simulacion,33185,2
DragonLegend,Accion,37451,0
LegendDragon,RPG,21449,5
GalaxyWarrior,Aventura,33494,83
DragonDragon,Accion,28228,35
GalaxyEmpire,RPG,39512,12
EmpireWarrior,RPG,47704,9
EmpireLegend,RPG,11505,36
LegendWarrior,Simulacion,40925,35
LastGalaxy,Accion,33040,27
DragonLegend,Simulacion,45088,88
LegendLegend,Simulacion,50476,78
DragonGalaxy,RPG,37769,75
WarriorLegend,Simulacion,36087,23
EmpireGalaxy,Accion,33836,76
DragonDragon,Aventura,28225,44
EmpireWarrior,Simulacion,18282,99
DragonWarrior,RPG,56095,36
EmpireLast,Estrategia,55802,95
LastEmpire,Simulacion,22948,28
EmpireGalaxy,Accion,28811,19
GalaxyGalaxy,Simulacion,29143,96
LastLegend,Simulacion,18820,56
WarriorLast,Simulacion,43249,66
DragonWarrior,Accion,67776,0
DragonGalaxy,Accion,18396,88
LastLast,Simulacion,18080,61
LastEmpire,Simulacion,12613,33
LegendDragon,Estrategia,34448,45
LegendDragon,Aventura,68658,79
EmpireDragon,Accion,2172,34
EmpireLast,Estrategia,32523,14
EmpireEmpire,RPG,7311,35
EmpireLegend,Accion,26036,45
WarriorDragon,Aventura,9195,84
WarriorEmpire,Aventura,22406,10
LegendLast,Estrategia,37528,80
LastEmpire,Estrategia,2159,44
LegendWarrior,Simulacion,35670,30
LastGalaxy,Simulacion,34552,95
LastGalaxy,RPG,32680,30
EmpireWarrior,Simulacion,56781,51
GalaxyWarrior,Estrategia,55472,89
WarriorGalaxy,Aventura,16105,22
EmpireGalaxy,Accion,33285,19
LegendLegend,Simulacion,45169,13
LegendEmpire,RPG,34446,41
LastWarrior,Estrategia,16466,11
LegendLegend,Accion,18235,58
EmpireGalaxy,RPG,57974,28
LegendWarrior,Simulacion,57338,79
LastEmpire,Accion,41938,98
GalaxyWarrior,Accion,59937,25
DragonGalaxy,Simulacion,17407,26
LastDragon,Estrategia,13745,52
GalaxyLast,RPG,51277,88
WarriorWarrior,Simulacion,21537,2
LastEmpire,Aventura,27847,10
GalaxyLast,RPG,20500,90
DragonLegend,Simulacion,38590,69
EmpireLast,Aventura,24157,60
DragonLegend,Accion,55836,48
LastGalaxy,Accion,28384,94
DragonDragon,Accion,10853,12
WarriorWarrior,RPG,11942,45
WarriorGalaxy,Accion,11793,41
EmpireWarrior,Estrategia,26281,84
GalaxyDragon,Estrategia,26373,75
WarriorGalaxy,Simulacion,20371,11
GalaxyGalaxy,Simulacion,3749,27
GalaxyEmpire,Simulacion,29876,58
GalaxyGalaxy,RPG,22832,0
EmpireLegend,RPG,6241,79
GalaxyEmpire,RPG,12788,5
EmpireWarrior,Estrategia,50961,27
WarriorEmpire,Simulacion,16543,3
DragonWarrior,Aventura,37114,65
EmpireGalaxy,Estrategia,48424,71
GalaxyEmpire,Accion,6222,85
DragonWarrior,Simulacion,17137,9
LastDragon,RPG,33474,47
LastEmpire,Simulacion,13833,63
GalaxyWarrior,Estrategia,32306,59
WarriorGalaxy,Aventura,15122,6
DragonLast,Accion,59393,39
LastLegend,RPG,8678,34
DragonEmpire,Estrategia,21764,72
LegendLegend,Accion,28832,59
GalaxyLegend,Accion,61273,14
WarriorGalaxy,Estrategia,8232,19
EmpireGalaxy,Simulacion,41049,100
DragonWarrior,Simulacion,40657,77
EmpireLast,Accion,62595,60
WarriorWarrior,Estrategia,60947,95
DragonDragon,Simulacion,66928,92
LegendLegend,Accion,32728,36
LastWarrior,Aventura,16846,97
GalaxyEmpire,Estrategia,53564,4
DragonLast,Estrategia,60833,49
WarriorWarrior,Estrategia,50720,65
DragonEmpire,Simulacion,43946,8
EmpireLegend,Aventura,9518,5
EmpireLast,RPG,63380,56
LegendLegend,Simulacion,1817,79
EmpireDragon,Estrategia,30489,22
DragonDragon,Simulacion,63047,47
DragonDragon,Aventura,57040,40
LegendDragon,Accion,23020,59
DragonGalaxy,Accion,44456,5
EmpireWarrior,Simulacion,13458,34
LegendGalaxy,Simulacion,33759,33
WarriorWarrior,Estrategia,8143,89
LastLast,Accion,19203,32
DragonDragon,Estrategia,63888,74
LastLegend,Simulacion,23279,72
DragonDragon,Accion,66338,12
WarriorDragon,Aventura,14143,25
GalaxyLegend,Aventura,41517,96
EmpireLegend,Simulacion,1320,82
DragonLegend,Estrategia,26468,44
WarriorGalaxy,Estrategia,24387,52
EmpireGalaxy,Aventura,12009,12
GalaxyLast,Aventura,47720,51
GalaxyWarrior,Accion,26225,85
EmpireLegend,Accion,24686,97
EmpireGalaxy,RPG,61448,76
EmpireDragon,Accion,17440,62
LastLegend,Accion,43736,44
LegendGalaxy,Estrategia,59181,6
WarriorLegend,Accion,60021,49
EmpireWarrior,Aventura,11011,20
DragonLast,Accion,14602,7
GalaxyGalaxy,Accion,27421,85
GalaxyLast,Simulacion,23675,77
EmpireGalaxy,Aventura,49129,28
LastWarrior,Simulacion,53156,48
LastDragon,Accion,33304,55
GalaxyDragon,RPG,15101,43
LastEmpire,Estrategia,1839,84
LastGalaxy,Accion,1676,11
LastLegend,Accion,19134,3
LastGalaxy,Aventura,4550,49
EmpireDragon,Aventura,26558,20
LegendLegend,Accion,31667,7
LastEmpire,RPG,48743,25
LastLegend,Estrategia,51216,59
LastWarrior,Aventura,56153,90
GalaxyEmpire,Aventura,58230,47
WarriorDragon,Aventura,63750,10
GalaxyLast,Accion,46877,62
LastLegend,Simulacion,29008,30
EmpireGalaxy,RPG,48371,80
WarriorDragon,Aventura,26874,9
EmpireLegend,RPG,23163,93
EmpireWarrior,Estrategia,58119,73
GalaxyEmpire,Simulacion,68672,23
EmpireDragon,Accion,7443,21
LegendLast,Aventura,30949,21
LegendEmpire,Estrategia,51057,52
WarriorLast,Simulacion,62171,47
LastWarrior,RPG,67960,55
LegendEmpire,Aventura,59758,50
GalaxyGalaxy,Estrategia,58835,47
WarriorGalaxy,Estrategia,52649,72
DragonLast,Aventura,37719,92
DragonDragon,Accion,11930,73
GalaxyWarrior,RPG,51719,11
LegendLast,Estrategia,12907,31
LastWarrior,Aventura,60042,36
LastDragon,Estrategia,18628,37
GalaxyWarrior,Aventura,36552,2
LastEmpire,Simulacion,35263,83
DragonLast,Estrategia,4875,74
LegendDragon,Estrategia,41427,73
LastLegend,Aventura,49410,77
DragonGalaxy,Aventura,68752,47
DragonLegend,Estrategia,68492,45
LastEmpire,Accion,62217,48
LastLegend,RPG,63183,45
EmpireEmpire,RPG,27643,79
LastLast,RPG,46419,84
LegendLegend,RPG,64823,85
EmpireWarrior,Accion,12474,72
LastLegend,Accion,11682,26
LegendEmpire,Accion,37841,96
LastGalaxy,Estrategia,52111,29
WarriorWarrior,Estrategia,20844,83
WarriorLegend,Aventura,58918,56
LegendEmpire,Simulacion,1152,28
LastLast,RPG,53698,96
LegendGalaxy,Aventura,29927,36
EmpireEmpire,Aventura,27562,88
LegendEmpire,Accion,35487,92
LegendLegend,Estrategia,38045,51
LastDragon,Simulacion,53752,31
DragonLast,Estrategia,54368,35
DragonWarrior,Aventura,33702,85
LegendEmpire,Aventura,12680,77
EmpireGalaxy,Simulacion,39012,74
LastEmpire,Estrategia,55511,67
GalaxyGalaxy,RPG,34657,98
EmpireLast,Aventura,29761,24
LastEmpire,Estrategia,15338,20
LegendWarrior,Aventura,18359,85
GalaxyDragon,Estrategia,30988,41
WarriorLast,Accion,27261,44
WarriorLast,Aventura,16741,62
GalaxyGalaxy,Aventura,15035,95
LegendLegend,Estrategia,54493,83
DragonEmpire,Simulacion,6390,11
GalaxyGalaxy,Accion,3861,49
DragonWarrior,Simulacion,11524,18
GalaxyDragon,Aventura,4355,18
EmpireWarrior,Simulacion,60762,14
DragonWarrior,Accion,43465,84
EmpireGalaxy,Accion,23823,45
LegendEmpire,Accion,46671,50
DragonGalaxy,RPG,11612,17
GalaxyGalaxy,Simulacion,58201,44
WarriorLast,RPG,36140,71
GalaxyGalaxy,Estrategia,25231,74
EmpireGalaxy,Simulacion,37175,48
EmpireLast,Accion,66918,45
LegendLegend,RPG,35804,17
GalaxyLast,Estrategia,63348,86
GalaxyDragon,Accion,22395,60
WarriorLast,Estrategia,51650,7
GalaxyDragon,Simulacion,69514,80
GalaxyWarrior,RPG,42909,88
LegendGalaxy,Accion,14220,11
GalaxyGalaxy,Estrategia,69318,65
DragonDragon,Estrategia,26025,99
LastDragon,Accion,20758,86
LegendEmpire,RPG,6683,31
EmpireLast,Accion,13864,97
EmpireWarrior,Aventura,28216,57
EmpireWarrior,Simulacion,11908,85
WarriorLegend,RPG,50516,90
EmpireDragon,Aventura,62748,75
LegendEmpire,Aventura,62282,27
DragonEmpire,RPG,41340,47
EmpireWarrior,Aventura,32034,1
GalaxyDragon,Simulacion,12289,64
LegendLegend,Aventura,1721,26
LastLast,Aventura,27254,22
WarriorDragon,Aventura,65505,50
LegendGalaxy,Simulacion,64816,32
EmpireDragon,Aventura,56368,79
GalaxyWarrior,Aventura,7718,37
LastWarrior,Estrategia,42035,75
EmpireEmpire,Accion,45463,87
GalaxyWarrior,RPG,9835,9
GalaxyGalaxy,Aventura,67135,61
LastDragon,Estrategia,42081,62
GalaxyLast,Aventura,51067,6
LegendGalaxy,RPG,54389,22
DragonDragon,Simulacion,55064,70
LastWarrior,Aventura,14812,12
LastEmpire,Simulacion,38154,82
LegendLast,Simulacion,14485,49
LastLegend,Simulacion,24835,64
GalaxyEmpire,Accion,55753,3
DragonEmpire,Estrategia,601,7
LegendLast,Simulacion,50282,90
EmpireGalaxy,Accion,48292,4
GalaxyLast,Simulacion,55651,44
GalaxyWarrior,Aventura,56250,75
WarriorWarrior,Aventura,23962,3
DragonDragon,Aventura,8176,63
EmpireWarrior,Estrategia,6816,89
EmpireEmpire,Accion,9542,72
GalaxyLegend,Simulacion,19491,27
EmpireEmpire,Estrategia,69425,26
LegendLegend,Estrategia,16114,43
LegendGalaxy,RPG,49414,1
LastWarrior,Estrategia,32183,28
LastLegend,RPG,46985,44
DragonGalaxy,RPG,26422,62
LegendGalaxy,Accion,65383,33
GalaxyGalaxy,RPG,69580,16
LegendGalaxy,Aventura,13566,5
GalaxyEmpire,Estrategia,8418,65
DragonDragon,Aventura,41174,71
LegendDragon,Estrategia,46449,63
GalaxyWarrior,RPG,37818,40
LastEmpire,Simulacion,14492,45
